ID,Type,Tag,Diffcult,Question,Option1,Option2,Option3,Option4,Answer,AnswerNO
3963,6,生活常识,3,“别赶路，去感受路”是哪个汽车品牌的经典广告语？,沃尔沃,玛莎拉蒂,马自达,,沃尔沃（Volvo），瑞典著名豪华汽车品牌，曾译为富豪。该品牌于1927年在瑞典哥德堡创建，1999年，沃尔沃集团将旗下的沃尔沃轿车业务出售给美国福特汽车公司。,3
3964,6,生活常识,3,我们平时穿的羽绒大衣里面的填充料一般为鸭绒和什么绒？,鹅绒,鸭绒,貂绒,,鹅绒多被用于填充到某些东西里面后保暖，鹅绒被、鹅绒羽绒服等。 在各种保暖材料中无可否认羽绒是最为优越，全因它松软之结构及可以摺得极为细小，但羽绒之质素十分参差，只有优质羽绒才拥有这些优点。,3
3965,6,生活常识,3,乘坐火车时，要在车票上剪口，剪口的主要作用是？,强制保险,方便整理,记账,,车票加剪后表示旅客开始旅行和对旅客实行强制保险生效。按国家保险条例规定：“自旅客持票进站加剪后开始至到达旅程终点缴销车票出站时止为保险期间”，在保险期内如发生意外由国家负责，根据伤亡情况，由铁路部门负责医疗或支付保险金。,3
3966,6,生活常识,3,手指上的烟迹使用水加那种淡液体清洗效果最好？,氨水,盐水,醋,,抽烟的人，手指上常被染上烟迹，可在1杯温水中，滴 上几滴浓氨水，把手指插入浸泡一会儿，烟迹便没有了。除此之外用1∶1兑成的氨水松节油的混合液可去除油漆污迹，不管是陈年污迹或是新弄脏的污迹均很见效。,3
3967,6,生活常识,3,英制单位1盎司为多少克？,28.3,28.4,28.1,,盎司，既是重量单位又是长度单位。长度单位时1oz代表PCB的铜箔厚度约为36um。1oz等于28.3495克。480格令相当于中国过去16两制的1两。,3
3968,6,生活常识,3,哪种汤料，对某种疾病有预防作用，在日语中实际是一个统称？,昆布,海带,地皮菜,秋葵,上次去全家买关东煮的时候，跟店员说我要一串海带，店员楞了一下，看到我手指的方向，说了句：“要昆布串是吧？”昆布和海带其实是堂兄弟在大多数情况下，昆布跟海带是同一种东西。中国的一些植物学书籍和地区也说海带的别名也叫昆布。日语也把海带统称为昆布。,4
3969,6,生活常识,3,日本和韩国的电压标准是多少V？,220V,200V,50V,150V,朋友，韩国电源情况为220V、60HZ，插头为E3，而中国为220V、50HZ，插头为C，所以作为电源方面没有问题可以放心使用，但是电源插头要购买一个插头转换器，或者墙面插座、电源接线板必须是多功能的即可，也就是说为园插孔的。,4
3970,6,生活常识,3,使用香水能增添气质，香水应该擦在哪儿？,腕内侧和耳根后,掖下和面部,脖子和手,头发,对于喜爱的香水，有使其气味分子更好发挥作用的办法：在沐浴后立即抹上香水，这样会使皮肤温暖，酒精更易挥发，并使香味更快更强地施展开来；将香水抹在脉博跳动的地方：太阳穴、耳后、胸际、颈弯、臂弯、手腕、膝窝和脚拐。,4
3971,6,生活常识,3,常见于豆浆瓶、优酪乳瓶、微波炉餐盒的材料的标识号是？,5号,6号,4号,3号,05--PP(聚丙烯) 微波炉餐盒采用这种材质制成，耐130℃高温，透明度差，这是唯一可以放进微波炉的塑料盒，在小心清洁后可重复使用。需要特别注意的是，一些微波炉餐盒，盒体以05号PP制造，但盒盖却以06号PS(聚苯乙烯))制造，不能与盒体一并放进微波炉。,4
3972,6,生活常识,3,椒盐虾中的“椒盐”是指的盐和哪种调料的混合调料？,花椒,甜椒,胡椒,青椒,椒盐为中国各个地区常见的调味料。可以用小中火将花椒粒与盐炒约一两分钟至花椒香气溢出，盛起待凉即可。花椒粒炒香后磨成的粉末即为花椒粉，若加入炒黄的盐则成为花椒盐，常用于油炸食物沾食之用。,4
3973,6,生活常识,4,腊八节除了是中国的传统节日，也是以下哪个教派的节日？,佛教,印度教,道教,,“腊八”是佛教的盛大节日。解放以前各地佛寺作浴佛会，举行诵经，并效仿释迦牟尼成道前，牧女献乳糜的传说故事，用香谷、果实等煮粥供佛，称“腊八粥”。并将腊八粥赠送给门徒及善男信女们，以后便在民间相沿成俗。据说有的寺院于腊月初八以前由僧人手持钵盂，沿街化缘，将收集来的米、栗、枣、果仁等材 料煮成腊八粥散发给穷人。传说吃了以后可以得到佛祖的保佑， 所以穷人把它叫做“佛粥”。,3
3974,6,生活常识,4,为什么把倒票的人叫黄牛党？,源于上海方言,钱多如牛毛,穿黄衣,,“党”是上海人在替社会现象分类时最惯用的概念系统。于是，就有了一种叫“黄牛党”的称谓，用于描述一堆人在那里抢购物资或票券，有如“黄牛群之骚然”的现象。“票贩子”在北京行话叫“拼缝儿的”，而上海人称之为“黄牛党”，还有更形象的比喻把这类人称之为“票虫儿”。 “黄牛”是上海滩的特色已有两个世纪的发展史了，昔日的“黄牛党”，所从事的是被过度分化的中介行为。,3
3975,6,生活常识,4,为什么称性骚扰为“咸猪手”？,源于杨贵妃与安禄山的绯闻,猪是家禽中性欲最强的动物,指男女交往开放之地,,相传杨贵妃与年龄大自己二十多岁的“干儿子”安禄山关系暧昧，安禄山是个不折不扣的超级大胖子，“貌白体肥”体重达350斤。《太平广记》记载：“又尝与之夜宴，禄山醉卧，化为一猪而龙头。左右遂告。帝曰‘渠猪龙，无能为也’，终不杀之。”于是，安禄山又此有了“龙猪”之“美称”。一次，杨贵妃的酥胸被安禄山的“猪爪”抓伤了，贵妃为了掩饰拿了块布，兜在胸前，此后就有了“咸猪手”之说。,3
3976,6,生活常识,4,西班牙人年夜饭时为何要吃12粒葡萄?,用来占卜,祈祷丰收,缅怀过去,,西班牙人会在年夜饭中吃掉12粒葡萄，并且保证在新年钟声敲响之前吃完。这12粒葡萄代表来年的每一个月，葡萄的酸甜可以当作是占卜，甜味意味着顺利和美好，酸味反之。,3
3977,6,生活常识,4,“Moonlighting”是什么意思？,夜间活动,月光下苦读,玩土著人发明的“月光灯”,房子上挂彩灯,Moonlighting: [ mu:n.laiti? ]n. 夜间活动，夜袭，(尤指在夜间)从事第二职业,4
3978,6,生活常识,4,“法律面前人人平等”是哪国人最先提出来的？,法国人,中国人,英国人,美国人,法国人伏尔泰发表了《哲学书简》，在这部书里，他认为人一生下来就应当是自由的，在法律面前应当人人平等。,4
3979,6,生活常识,4,“课牙”原是用来指什么？,斗嘴,聊天,问候,祝福,嗑牙，斗嘴嚼舌。课，用同“ 嗑 ”。 宋 无名氏 《错立身》戏文第十二出：“你课牙比不得 杜善甫 ，串仗却似 郑元和 。”,4
3980,6,生活常识,4,“茅盾”是一位作家的笔名，这位作家的原名叫什么？,沈德鸿,周樟寿,谢婉莹,舒庆春,这位作家的原名是：沈德鸿，字雁冰。我国现代著名文学家、作家。,4
3981,6,生活常识,4,“那达慕”在蒙语中的意思是什么？,娱乐、游戏,娱乐、欢唱,娱乐、竞技,娱乐、祭祀,那达慕是蒙古语的译音，意为娱乐、游戏，以表示丰收的喜悦之情。,4
3982,6,生活常识,4,“无妆主义”的5大宗旨不包括哪一条？,什么情况下都不要化眼妆,帖服到好似第二层肌肤,质感是“无妆胜有妆”,感觉一切都是纯天然,“无妆主义”宗旨：没有任何多余的修饰和遮盖，感觉一切都是纯天然，帖服到好似第二层肌肤,4
3983,6,生活常识,4,《大红枣儿甜又香》这首歌是哪部芭蕾舞剧的选曲？,《白毛女》,《天鹅湖》,《红色娘子军》,《胡桃夹子》,《大红枣儿甜又香》(选自舞剧《白毛女》)集体词 孟大鹏编合唱。,4
3984,6,生活常识,4,《弹起我心爱的土琵琶》这首歌反映的是抗战时期哪一支游击队英勇抗日的故事？,铁道游击队,洪湖赤卫队,崂山武工队,平原游击队,《弹起我心爱的土琵琶》作于 1956 年，是故事片铁道游击队的插曲。该故事片反映抗日战争时期，活跃在山东一带的铁道游击队的战斗生活。,4
3985,6,生活常识,4,《嘎达梅林》是哪个民族的叙事歌曲？,蒙古族,藏族,壮族,布依族,《嘎达梅林》是蒙古族的，但不是歌曲。《嘎达梅林》创作初时实际是一曲交响诗。,4
3986,6,生活常识,4,《格萨尔王》是中国哪个民族的长篇叙事诗？,藏族,蒙古族,回族,维吾尔族,格萨尔王是藏族传说中的神灵和英雄。,4
3987,6,生活常识,4,《毛主席的战士最听党的话》这首歌反映了什么地方边防战士们的生活？,新疆伊犁,新疆和田,新疆喀什,新疆阿勒泰,《毛主席的战士最听党的话》这首歌的发源地是伊犁军分区阿拉马力边防连。,4
3988,6,生活常识,4,《我爱这蓝色的海洋》是作者的哪里谱写的歌曲？,军舰上,海边,军港里,楼顶上,《我爱这蓝色的海洋》是在军舰上在军舰上，边训练边创作的歌曲。,4
3989,6,生活常识,4,《羊脂球》是法国著名作家莫泊桑的小说，其实羊脂球是什么？,食品,药品,器皿,工具,《羊脂球》是有“短篇小说大师”之称的法国作家莫泊桑先生创作的小说。在现实中是一种食品。,4
3990,6,生活常识,4,1990年12月19日，新中国内地第一家证券交易所开业，它是哪一个？,上海证券交易所,北京证券交易所,广州证券交易所,重庆证券交易所,1990年11月26日，经国务院授权、由中国人民银行批准建立的上海证券交易所正式成立，这是建国以来内地的第一家证券交易所。,4
3991,6,生活常识,4,88岁有个俗称，请问是什么？,米寿,喜寿,白寿,人瑞,米”字，上面一个倒八，中间一个十，下面一个八，所以是八十八，所以88岁的俗称是米寿。,4
3992,6,生活常识,4,MPA是下面哪个选项的英文缩写？,公共管理硕士,经济管理硕士,工商管理硕士,社会行政管理硕士,MPA 是公共管理硕士(Master of Public Administration) 专业学位的英文简称。,4
3993,6,生活常识,4,RGB(255，0，255)值的色彩是什么？,紫色,浅灰色,墨绿色,柠檬色,RGB(255，0，255)值的色彩是紫色(或叫洋红)。,4
3994,6,生活常识,4,按中国中小学课程改革的设想，小学到高中共8级英语，第8级词汇量将达到什么水平？,大学4级,大学2级,大学6级,大学8级,按中国中小学课程改革的设想，小学到高中共8级英语，第8级词汇量将达到大学4级。,4
3995,6,生活常识,4,白闪闪的银变成极细小（只有十分之几微米）的银粉时是什么颜色的？,黑色,银白色,灰色,土黄色,白闪闪的银变成极细小的银粉时，是黑色的，由于金属晶体中电子在满带与导带之间跃迁，这种跃迁会辐射出一定波长的光子出来。,4
3996,6,生活常识,4,北斗七星属于哪个星座？,大熊星座,小熊星座,天鹰座,天琴座,北斗七星属大熊星座的一部分，从图形上看，北斗七星位于大熊的背部和尾巴。这七颗星中有6颗是2等星，一颗是3等星。,4
3997,6,生活常识,4,船舶的吨位指的是什么？,内部容积,船的排水量,船自身的重量,吃水线深浅,船舶，各种船只的总称。船舶是能航行或停泊于水域进行运输或作业的交通工具，它的吨位指的是内部容积。,4
3998,6,生活常识,4,当前很多高科技公司都设了CIO这个职位，请问CIO是什么职位的英文简称？,首席信息官,首席执行官,财务总监,普通职员,CIO(Chief Information Officer)首席信息官是一种新型的信息管理者。相当于副总裁或副经理地位的重要官员。,4
3999,6,生活常识,4,电话号码184有什么作用？,邮编查询,天气查询,电话查询,地区查询,邮编查询：184，电话故障：112，特快专递：185，中国移动话费查询：1860,4
4000,6,生活常识,4,法国干邑白兰地酒的“X.O“标志表示什么意思？,贮藏期,品牌,等级,酒成分,法国干邑区所特产的白兰地 ，由一种淡白酒经两次蒸馏而成 ，储藏于橡木酒桶中熏陶成熟，上面的“X.O“标志表示贮藏期。,4
4001,6,生活常识,4,古人称为“手谈”的是指什么？,围棋,象棋,麻将,书法,围棋中称它为“手谈”的原因，则是因为下棋时，默不作声，仅靠一只手的中指、食指，运筹棋子来斗智、斗勇。,4
4002,6,生活常识,4,家庭检测微波炉微波是否泄露可以用那样物品？,收音机,手电筒,体温计,MP3播放器,在微波炉的旋转台上放只杯子，杯内装适量水，将收音机电源打开，调到调频波段上，并和微波炉的工作频率（2450兆赫）基本相同。,4
4003,6,生活常识,4,假如月亮绕地球的周期为12小时，那么月亮该从何处升起?,西,东南,西北,西南,如果月球绕地公转周期变为12小时，则月球公转角速度大于地球自转角速度，人们看到月亮会从西方地平线升起，逐渐飞越地面上空，最后落入东方的海洋。,4
4004,6,生活常识,4,交通银行属于什么性质的银行？,股份制银行,国有银行,私有制银行,合资银行,交通银行，成为中国第一家全国性的国有股份制商业银行，现为中国五大国有大型商业银行之一。,4
4005,6,生活常识,4,空调的“匹”是指它的？,制冷量,体积,风力,耗电量,匹是制冷量的单位。选用空调匹数的决定因素有多个，一般是面积大小、房屋高低、密封情况、是否顶楼或日晒情况等等。,4
4006,6,生活常识,4,历史上著名的澶渊之盟发生在哪两国家之间？,北宋和辽,唐朝和契丹,南宋和金,唐朝和吐蕃,宋澶州（在今河南濮阳）。澶州亦名澶渊郡，因而称“澶洲之盟”，是北宋与辽经过多次战争后所缔结的一次盟约。,4
4007,6,生活常识,4,鲁迅先生的作品阿Ｑ正传中的阿Ｑ是哪里人？,未庄,怀来,苏州,无锡,《阿Q正传》向我们展现了辛亥革命前后一个畸形的中国社会和一群畸形的中国人的真面貌。描写一个阿Ｑ未庄人的生活。,4
4008,6,生活常识,4,《森林法实施细则》规定，全国森林覆盖率的奋斗目标为多少？,0.3,0.2,0.25,0.35,第十四条 全国森林覆盖率的奋斗目标为30％。县级以上地方人民政府按照山区一般达到70％以上、丘陵区一般达到40％以上,4
4009,6,生活常识,4,2000年10月，中国特技飞行员成功穿越了太湖大桥一号桥桥洞，桥洞净高多少米？,不足8米,不足5米,不足6米,不足7米,太湖大桥被誉为“中国内湖第一长桥”，全长4308米，共有181孔，分一、二、三号桥孔，其中一号桥的主桥长1768米，桥洞高7.8米。,4
4010,6,生活常识,4,北大西洋公约组织刚成立时有多少个成员国？,12个,10个,14个,16个,1949年4月4日，12个国家在华盛顿签署了北大西洋公约，决定成立北大西洋公约组织。,4
4011,6,生活常识,4,北京申办奥运会时，国际奥委会评估团对北京进行了为期几天的考察？,4天,5天,6天,7天,奥运会主办权即主办某一届奥运会的权利。北京申办奥运会时，国际奥委会评估团对北京进行了为期4天的考察。,4
4012,6,生活常识,4,参加中国共产党第一次会议的13个人，当时他们的平均年龄是多少岁?,27岁,25岁,26岁,28岁,中国共产党第一次全国代表大会上海法租界贝勒路树德里３号召开。出席大会的各地代表共１２人。当时他们的平均年龄是27岁。,4
4013,6,生活常识,4,大气主要分布在地球表面的多少厚度内？,12km,10km,11km,13km,大气，包围地球的气体，也泛指包围其他星球的气体，主要分布在地球表面的12km厚度内。,4
4014,6,生活常识,4,地球到月球的距离为多少公里？,三十八万四千公里,三十四万八千公里,四十三万八千公里,四十八万三千公里,1公里=1千米 地球到月球的平均距离是 384，400千米 月球离地球近地点距离 为 35.7万 千米 （就是地表到月表）。,4
4015,6,生活常识,4,地球上一年大约能发生多少次地震？,500多万次,300多万次,400多万次,600多万次,地球上每天都在发生地震，一年约有500万次。其中约5万次人们可以感觉到；能造成破坏的约有1000次；7级以上的大地震平均一年有十几次。,4
4016,6,生活常识,4,俄罗斯和平号空间站在太空工作了多长时间？,15年,5年,10年,20年,和平号是苏联/俄罗斯的第3代空间站，亦为世界上第一个长久性空间站，在太空工作了15年。,4
4017,6,生活常识,4,广州又称羊城，它指的是几只羊？,五只,三只,四只,六只,广州简称穗，中国第三大城市，中国国家中心城市，是国务院定位的国际大都市。古称番禺或南海，广州的标志是“五羊”。,4
4018,6,生活常识,4,和友人喜相逢时应该送几朵花？,7朵,5朵,6朵,8朵,和友人喜相逢时应该送七朵花，代表思念之情。,4
4019,6,生活常识,4,建筑行业中的“鲁班奖”是于哪一年创建的？,1987年,1985年,1986年,1988年,“鲁班奖”全称为“建筑工程鲁班奖”，1987年由中国建筑业联合会设立，1993年移交中国建筑业协会。,4
4020,6,生活常识,4,结婚纪念日中，“珊瑚婚”是指结婚多少周年？,35周年,25周年,30周年,40周年,结婚三十五周年称为珊瑚婚。珊瑚在中国历史上是重要的珠宝之一，也是佛教七宝中的一宝。,4
4021,6,生活常识,4,目前，中国自主研制的核心路由器（互连网的关键设备）通过鉴定，它名叫什么？,银河玉衡,银河天枢,银河天玑,银河开阳,“银河玉衡”是由国防科技大学计算机学院与大唐电信科技公司共同承担的中国高速信息示范网核心路由器。,4
4022,6,生活常识,4,农业的三色革命不包括下面的哪种颜色？,黄色,绿色,白色,蓝色,国际学术界提出解决人类食物问题，要开展绿色、白色、蓝色“三色革命”来改造大农业。,4
4023,6,生活常识,4,女子游泳衣称“比基尼”，这个名字源于什么名?,设计师,模特,运动员,小岛,比基尼一般指女性游泳时穿着的泳衣，即比基尼泳衣。比基尼泳装可以说是服装史上最具有视觉冲击力的服装，这个名字源于设计师。,4
4024,6,生活常识,4,欧元创始国有多少个国家？,11个,10个,12个,13个,欧元是自罗马帝国以来欧洲货币改革最为重大的结果，创始国有11个国家。,4
4025,6,生活常识,4,烹饪的“饪”在古代代表什么？,熟食,蔬菜,肉类,水果,烹饪指的是膳食的艺术。对食品作加工处理，使食物更可口，更好看，更好闻，它的“饪”字在古代代表熟食。,4
4026,6,生活常识,4,平时开车时经常说的60迈/时，请问60迈/时是指多少公里？,96公里/时,60公里/时,100公里/时,90公里/时,60迈的速度约等于96公里每小时。平时听有的人说车速是多少迈者多少码，所以60迈的速度约等于96公里每小时。,4
4027,6,生活常识,4,破除满汉不通婚这个祖训的是清朝的哪一位皇帝？,乾隆,康熙,雍正,嘉庆,清高宗爱新觉罗·弘历，乾隆，清朝第六位皇帝，定都北京后第四位皇帝，破除满汉不通婚这个祖训的是这个皇帝订的。,4
4028,6,生活常识,4,秦分天下为三十六郡。今天的江苏属于哪一个郡？,会稽郡,东海郡,邯郸郡,九江郡,秦分天下为三十六郡。今天江苏各地分别属于会稽郡、鄣郡、砀郡、薛郡、泗水郡。,4
4029,6,生活常识,4,请问火车连续发出两声长鸣，这表示什么？,倒退,前进,停留,转弯,火车张鸣，听觉信号，长声为三秒，短声为一秒，音响间隔为一秒，连续发出两声长鸣为倒退。,4
4030,6,生活常识,4,请问世界电信日是哪一天？,5月17,11月17,3月3,4月15日,1969年5月17日，国际电信联盟第二十四届行政理事会正式通过决议，决定把国际电信联盟的成立日——5月17日定为“世界电信日”,4
4031,6,生活常识,4,人耳一般所能听到的声波频率范围的最高值是多少赫兹？,20000赫兹,15000赫兹,25000赫兹,30000赫兹,耳位于眼睛后面，它具有辨别振动的功能，能将振动发出的声音转换成神经信号，一般所能听到的声波频率范围的最高值是20000赫兹。,4
4032,6,生活常识,4,人类已发现了多少个类似银河系大小的星系？,31个,30个,32个,33个,恒星系或称星系，是宇宙中庞大的星星的“岛屿”，它也是宇宙中最大、最美丽的天体系统之一，人类已发现有31个类似银河系大小的星系。,4
4033,6,生活常识,4,人们常常会提到杜比数字环绕立体声，请问这种立体声的基本配置需要几个音箱？,6个,4个,5个,7个,杜比数字是杜比实验室开发的一项5.1分离声道音频编解码技术。在5.1声道方式中，家庭影院中配备了6个喇叭。,4
4034,6,生活常识,4,三姑六婆中的六婆不包括哪一个？,道婆,牙婆,媒婆,师婆,《辍耕录 三姑六婆》：“三姑者，尼姑、道姑、卦姑也；六婆者，牙婆、媒婆、师婆、虔婆、药婆、稳婆也。”,4
4035,6,生活常识,4,三峡大坝蓄水后，水位最高将达到多少米？,135米,136米,137米,138米,世界第一大的水电工程，位于西陵峡中段的湖北省宜昌市境内的三斗坪，距下游葛洲坝水利枢纽工程38公里，蓄水后，水位最高将达到135米。,4
4036,6,生活常识,4,桑巴舞是世界上节奏最快的舞种之一，每分钟至少有多少拍？,180拍,160拍,170拍,190拍,桑巴舞被称为巴西的“国舞”。在拉美这个最大的国度，桑巴舞之普及，是世界上节奏最快的舞种之一，每分钟至少有180拍。,4
4037,6,生活常识,4,十二个叫做一打，那么十二打叫作什么？,一罗,一筐,一节,一目,罗意为用罗筛东西，轻软有稀孔的丝织品。作量词，用于商业，一罗合十二。，十二个叫做一打，那么十二打叫作一罗。,4
4038,6,生活常识,4,十岁以下的小娃娃就当了皇帝的，在中国历史上共有多少个？,29个,27个,28个,30个,十岁以下的小娃娃就当了皇帝的，在中国历史上共有29个,4
4039,6,生活常识,4,世界上面值最高的邮票是匈牙利五百亿彭哥，它的图案是什么？,飞鸽,猫,海鸥,鹰,邮票是邮政机关发行，供寄递邮件贴用的邮资凭证，世界上面值最高的邮票是匈牙利五百亿彭哥，它的图案是飞鸽。,4
4040,6,生活常识,4,世界上隧道和桥梁最多的铁路线是哪一条？,成昆线,兰新线,成渝线,宝成线,成昆铁路自四川省成都市至云南省昆明市，全长1100公里，原为国防三线建设的重点工程，是世界上隧道和桥梁最多的铁路线。,4
4041,6,生活常识,4,手机电池上常有mAh这个指示，请问与毫安时属于同一物理量的单位是哪个？,库伦,法拉,千瓦时,千瓦,库伦是电荷国际单位，简称库，符号C，定义为1A电流在1s内输运的电量，与毫安时属于同一物理量的单位。,4
4042,6,生活常识,4,水晶婚是指结婚多少年后的庆典？,15周年,10周年,20周年,25周年,结婚15周年是“水晶婚”年，这是说两人相处15年了相互之间很了解，彼此的心向对方敞开，肝胆相照，像水晶一样晶莹透明。,4
4043,6,生活常识,4,诉讼时效期限是指从权利被侵害之日起超过多少年，人民法院即不予保护的时限？,20年,10年,15年,25年,诉讼，用在法律上，特指法院主持下按照法定程序审理案件的过程，如果诉讼时效期限从权利被侵害之日起超过20年，人民法院即不予保护。,4
4044,6,生活常识,4,外交官一般分大使、公使、代办等多少级？,5级,3级,4级,6级,外交官即办理外交事务的官员。通常分为两类：国内外交部的官员，和本国派驻外国的外交人员，一般分大使、公使、代办等5级。,4
4045,6,生活常识,4,位于世界最南端的城市是那一座？,乌斯怀亚城,苏瓦,努库阿罗法市,朗伊尔,乌斯怀亚是阿根廷也是世界最南端的城市，因此被称为“世界尽头” 乌斯怀亚在印第安语中是“观赏落日的海湾”之意。,4
4046,6,生活常识,4,我国第一个南极考察基地“长城站”什么时候落成?,1985年,1978年,1991年,2006年,长城站建于1985年2月20日，座落在南设得兰群岛乔治王岛；地理坐标为：南纬62度12分59秒，西经58度 57分52秒。,4
4047,6,生活常识,4,我们常说的“耳边风”在原出处里是指什么风？,秋风,春风,夏风,冬风,耳边风”指：在耳边吹过的秋风。比喻听了不放在心上的话。,4
4048,6,生活常识,4,下半旗是把旗子下降到旗杆的什么位置？,三分之一处,五分之一处,四分之一处,二分之一处,下半旗也称“降半旗”，是公众表示哀悼的重要礼节，是把旗子下降到旗杆的三分之一处位置。,4
4049,6,生活常识,4,哪个国家将木帆船作为国家标志？,科威特,伊朗,也门,伊拉克,将木帆船作为国家标志是科威特，国号全名科威特国，是一个位于西南亚阿拉伯半岛东北部、波斯湾西北部的君主制国家。,4
4050,6,生活常识,4,世界奇迹哪个位于伊拉克？,空中花园,金字塔,宙斯神像,月神庙,空中花园，位于伊拉克，是古代世界七大奇迹之一，又称悬园。,4
4051,6,生活常识,4,演员中哪一位是著名的黄梅戏演员？,严凤英,宋玉庆,梅兰芳,肖长华,严凤英，黄梅戏表演艺术家，十岁开始学唱黄梅调，为族人所不容，后跟随严云高学戏，取艺名凤英。,4
4052,6,生活常识,4,船舶吨位是指？,内部容积,载重重量,船舶重量,,船舶的重量吨位是表示船舶重量的一种计量单位，以1000公斤为一公吨，或以2240磅为一长吨，或以2000磅为一短吨。目前国际上多采用公制作为计量单位。船舶的重量吨位，又可分为排水量吨位和载重吨位两种。,3
4053,6,生活常识,4,国家规定人体允许通过的工频电流为多少毫安？,30毫安,50毫安,20毫安,,电工安全技术中，按照通过人体电流的大小，人体反应状态的不同，将电流划分为感知电流、摆脱电流和室颤电流。感知电流，一般对人体没有伤害。大约为0.5-1mA。摆脱电流，是手握带电体的人能自行摆脱带电体的最大电流。平均为10-16mA。室颤电流，是引起心室颤动的最小电流，约为50mA。,3
4054,6,生活常识,4,请问铅作业者喝什么饮料有益于他们的身体健康？,牛奶,绿茶,果汁,,多喝牛奶，保证儿童体内各种微量元素的充足，也能对减少铅中毒问题起到很好的干预作用。,3
4055,6,生活常识,4,血糯米产地在哪儿？,江苏常熟,四川德昌,云南广南,,常熟血糯米:营养价值极高，民间常把血糯米用作产妇，体弱多病者的营养保健品。这是带有紫红色的种皮的大米，因为米质有糯性，所以称为血糯。血糯米经过温水浸泡后，种皮的红色素被水溶液溶解，会出现紫红色水溶液，时间延长，红色越浓。在煮熟后，红色种皮会与胚（米粒）分离。,3
4056,6,生活常识,4,紫檀木是红木中的极品，红木当中哪种木能沉于水中？,酸枝木,黄花梨木,降龙木,榉木,酸枝木为豆科植物中蝶形花亚科黄檀属植物，因其木材剖开后有一种较刺鼻的酸味而得名。酸枝木是多种木材的统称，主要分布在热带和亚热带地区，东南亚地区是主产地，中国广大地区也有部分酸枝木分布其中。酸枝木的心材和边材差别比较明显。,4
4057,6,生活常识,5,男性每日所需的营养标准中，纤维素的摄入量是多少？,18-35克,16-33克,20-37克,,高纤维素含量的饮食减少结肠癌发病率(结肠癌在男性易患的癌症中位居第三)。两只普通大小的苹果含纤维素14克，而普通男性理想的摄入量是18-35克。,3
4058,6,生活常识,5,男性每日所需的营养标准中，维生素B6的摄入量是多少？,2毫克,3毫克,4毫克,,它保护肾脏不患结石症(男性肾结石发病率是女性的两倍)，而且对失眠症有治疗作用，一般男性每日只需2毫克维生素B6，约等于2只大香蕉的含量。,3
4059,6,生活常识,5,“碰瓷”一词源于何事？,拿着赝故意被人碰掉骗钱,瓷器被打破,故意去蹭，发出瓷器的声音,,这些人故意让行使的马车不小心“碰”他一下，对这个基本上是赶时间的人进行讹诈。久而久之，人们就称这种行为为“碰瓷”。,3
4060,6,生活常识,5,1962年出版的科普作品《寂静的春天》首次提出了环境保护问题。它的作者是哪国人？,美国人,英国人,德国人,法国人,《寂静的春天》1962年在美国问世时，是一本很有争议的书，是标志着人类首次关注环境问题的著作。,4
4061,6,生活常识,5,Flash是哪个公司的产品？,Macromedia,微软,Cisco,IBM,Flash是由Macromedia公司开发设计的，她可以让网页中不再只有简单的GIF动画或Java小程序。,4
4062,6,生活常识,5,IMF是哪个国际组织的简称？,国际货币基金组织,联合国,联合国教科文组织,世贸组织,国际货币基金组织（International Monetary Fund）,4
4063,6,生活常识,5,ISO14000认证是哪一方面的认证？,环保,商业,交通,能源,环境管理体系的认证，ISO14000认证，简单概括，就是对企业关于控制因企业生产而造成的环境影响的能力的认定。,4
4064,6,生活常识,5,UNESCO是什么国际组织的简称？,联合国科教文组织,世界卫生组织,亚太经合组织,世界旅游组织,全称United Nations Educational，Scientific，and Cultural Organization(联合国科教文组织),4
4065,6,生活常识,5,榜上无名，脚下有路。中国古代落第着书终成大器的是哪位文人？,蒲松龄,黄宗羲,顾炎武,吕留良,蒲松龄晚年获得贡生，这相当于举人副榜。贡生有几种，蒲松龄是“岁贡”，又叫“挨贡”。被称为榜上无名，脚下有路。,4
4066,6,生活常识,5,科学家把猪、牛、羊、马一起关在施放了有毒氯气的环境中作试验，它们中谁逃脱了厄运？,猪,牛,羊,马,猪觉察到危险会在地上刨土，然后将长鼻子插入刨松的泥土中“闭目养神”。泥土细粒对氯气有明显的吸附作用。,4
4067,6,生活常识,5,理发店门口的转动标志起源于那一个国家?,法国,英国,意大利,德国,法国（La France），全称为法兰西共和国，现在是法兰西第五共和国，位于欧洲西部，理发店门口的转动标志就是起源于法国。,4
4068,6,生活常识,5,某个月里有三个星期日的日期为偶数，请问这个月的15日是星期几？,星期六,星期三,星期四,星期五,整数中，能够被2整除的数，叫做偶数，又称双数。某个月里有三个星期日的日期就为偶数，所以这个月的15日是星期六。,4
4069,6,生活常识,5,人类首次使用蒸汽机的轮船是哪一艘？,毛里塔尼亚号,泰坦尼克号,钻石公主号,海洋自由号,毛里塔尼亚号邮轮，隶属于英国卡纳德轮船公司，1906年9月下水，参加过第一次世界大战，1934年光荣退役，是人类首次使用蒸汽机的轮船。,4
4070,6,生活常识,5,四大碑林中的“陕西西安碑林”有多少块碑石？,11700多块,17100多块,71100多块,10710多块,西安碑林座落于著名古城西安市三学街。它于北宋二年为保存《开成石经》而建立，有11700多块碑石。,4
